Fecha;Medio;Año;Posición;Artista;Canción;Nacionalidad;Género
Marzo;Radio;2023;58;Noche De Brujas;Me Gusta Todo De Ti;CL;Latino/Tropical
Marzo;Radio;2023;59;Pailita, Big Cvyu;Na Na Na;CL;Urbano
Marzo;Radio;2023;60;Shakira , Rauw Alejandro;Te Felicito;CO;Pop
Marzo;Radio;2023;61;Dua Lipa;Don't Start Now;GB;Pop
Marzo;Radio;2023;62;Pablo AlborÃ¡n;Amigos (Con MarÃ­a Becerra);ES;Pop
Marzo;Radio;2023;63;Anto;Mal Necesario;GB;Urbano
Marzo;Radio;2023;64;Camilo;Pegao;ES;Pop
Marzo;Radio;2023;65;Marshmello , Manuel Turizo;El Merengue;US;Electrónica
Marzo;Radio;2023;66;Mon Laferte;AmÃ¡rrame Feat. Juanes;MX;Pop
Marzo;Radio;2023;67;Dj Baladas Romanticas;Baladas RomÃ¡nticas Para Trabajar;Desconocido;Otro
Marzo;Radio;2023;68;Pharrell Williams;Happy;US;Pop
Marzo;Radio;2023;69;David Guetta, Bebe Rexha;IÂ´M Good (Blue);FR, US;Electrónica
Marzo;Radio;2023;70;Cris Mj, Standly;Marisola;CL;Urbano
Marzo;Radio;2023;71;Elton John , Britney Spears;Hold Me Closer;GB;Pop
Marzo;Radio;2023;72;Chayanne;Humanos A Marte;PR;Pop
Marzo;Radio;2023;73;Denise Rosenthal;Lucha En Equilibrio;CL;Pop
Marzo;Radio;2023;74;Cris Mj, Tiago Pzk;Fiera;CL, AR;Urbano
Marzo;Radio;2023;75;Pablo Pesadilla, PolimÃ¡ Westcoast, NickooBZR;BABY OTAKU;CL;Urbano
Marzo;Radio;2023;76;Paloma Mami;FingÃ­as;US;Urbano
Marzo;Radio;2023;77;PolimÃ¡ Westcoast, Pailita, Feid, Paloma Mami;ULTRA SOLO;CL, CO, US;Urbano
Marzo;Radio;2023;78;Young Cister;Ganas;CL;Urbano
Marzo;Radio;2023;79;Toto;Africa;US;Rock
Marzo;Radio;2023;80;Camilo , Evaluna Montaner;Indigo;ES;Pop
Marzo;Radio;2023;81;Chancho En Piedra;Eligiendo Una Reina;CL;Rock
Marzo;Radio;2023;82;Justin Quiles, Myke Towers;WHISKEY Y COCO;PR, PR;Urbano
Marzo;Radio;2023;83;Sam Smith;I'm Not Here To Make Friends;GB;Pop
Marzo;Radio;2023;84;Mau Y Ricky;Miami;VE;Urbano
Marzo;Radio;2023;85;Ed Sheeran;Shape Of You;GB;Pop
Marzo;Radio;2023;86;Dua Lipa;Love Again;GB;Pop
Marzo;Radio;2023;87;Dua Lipa;LEVITATING;GB;Pop
Marzo;Radio;2023;88;Gepe;Fruta Y Te;CL;Folk/Indie
Marzo;Radio;2023;89;Enrique Iglesias;Loco;ES;Pop
Marzo;Radio;2023;90;Zion , Lennox;Wayo;US;Urbano
Marzo;Radio;2023;91;Harry Styles;Music For A Sushi Restaurant;GB;Pop
Marzo;Radio;2023;92;Paloma Mami, Pailita , El Jordan 23;SÃ­ntomas De Soltera;US;Urbano
Marzo;Radio;2023;93;Calvin Harris Feat Dua Lipa;One Kiss;GB;Pop
Marzo;Radio;2023;94;Feid, Yandel;Yandel 150;CO, PR;Urbano
Marzo;Radio;2023;95;Julianno Sosa;Cochinae;CL;Urbano
Marzo;Radio;2023;96;Wisin, Emilia, Lyanno;Tu Recuerdo;PR, SE, PR;Urbano
Marzo;Radio;2023;97;Daddy Yankee, Myke Towers;Ulala;PR, PR;Urbano
Marzo;Radio;2023;98;Alicia Keys;No One;US;Pop
Marzo;Radio;2023;99;Calvin Harris, Justin Timberlake, Halsey , Pharrell Williams;Stay With Me;US, US;Electrónica
Marzo;Radio;2023;100;Los Vasquez;Cumbia Cumbia Cumbia;CL;Latino/Tropical
Abril;Radio;2023;1;Bizarrap, Shakira;Shakira: Bzrp Music Sessions, Vol. 53;AR, CO;Urbano
Abril;Radio;2023;2;Miley Cyrus;Flowers;US;Pop
Abril;Radio;2023;3;Manuel Turizo;La Bachata;CO;Urbano
Abril;Radio;2023;4;RosalÃ­a , Rauw Alejandro;Beso;ES;Pop
Abril;Radio;2023;5;Santa Feria Ft Zumbale Primo;Que Te Vaya Bien;CL;Latino/Tropical
Abril;Radio;2023;6;Karol G, Shakira;TQG;CO, CO;Urbano
Abril;Radio;2023;7;Harry Styles;As It Was;GB;Pop
Abril;Radio;2023;8;Bizarrap;Quevedo: Bzrp Music Sessions, Vol. 52;AR;Urbano
Abril;Radio;2023;9;MIRANDA!;Perfecta;US;Pop
Abril;Radio;2023;10;Lil Cake , Migrantes Feat. Nico Valdi;MERCHO;US;Urbano
Abril;Radio;2023;11;Taylor Swift;Anti-Hero;US;Pop
Abril;Radio;2023;12;Tini;Cupido;AR;Pop
Abril;Radio;2023;13;RosalÃ­a;DespechÃ¡;ES;Pop
Abril;Radio;2023;14;Ozuna;Hey Mor;PR;Urbano
Abril;Radio;2023;15;Karol G Ft. Romeo Santos;X SI VOLVEMOS;CO;Urbano
Abril;Radio;2023;16;Gorillaz;Tormenta (Feat. Bad Bunny);GB;Pop
Abril;Radio;2023;17;Rema, Selena Gomez;Calm Down (With Selena Gomez);NG, US;Pop
Abril;Radio;2023;18;Young Cister;La Terapia;CL;Urbano
Abril;Radio;2023;19;Harry Styles;Late Night Talking;GB;Pop
Abril;Radio;2023;20;Maluma , Anuel Aa;Diablo, Que Chimba;CO;Urbano
Abril;Radio;2023;21;Wisin, Emilia, Lyanno;Tu Recuerdo;PR, SE, PR;Urbano
Abril;Radio;2023;22;Elton John, Dua Lipa;Cold Heart (PNAU Remix);GB, GB;Pop
Abril;Radio;2023;23;El Alfa , Prince Royce;LE DOY 20 MIL;DO;Urbano
Abril;Radio;2023;24;Karol G;PROVENZA;CO;Urbano
Abril;Radio;2023;25;Ed Sheeran;Eyes Closed;GB;Pop
Abril;Radio;2023;26;The Weeknd;Blinding Lights;CA;Pop
Abril;Radio;2023;27;Lizzo;About Damn Time;US;Pop
Abril;Radio;2023;28;Young Cister, Taiko;DEBI LLEVARTE FLORES;CL;Urbano
Abril;Radio;2023;29;Marshmello , Manuel Turizo;El Merengue;US;Electrónica
Abril;Radio;2023;30;Karol G, Shakira;TQG;CO, CO;Urbano
Abril;Radio;2023;31;Charles , Eddie;Would I Lie To You?;US;Pop
Abril;Radio;2023;32;Joss Stone;Super Duper Love;GB;Pop
Abril;Radio;2023;33;Quevedo, Myke Towers;Playa Del Ingles;PR;Urbano
Abril;Radio;2023;34;Denise Rosenthal;Centenas De Miles De AÃ±os;CL;Pop
Abril;Radio;2023;35;Los Bunkers;Rey;CL;Rock
Abril;Radio;2023;36;Arcangel, Bad Bunny;La Jumpa;PR, PR;Urbano
Abril;Radio;2023;37;PolimÃ¡ Westcoast, Quevedo, Mora;LACONE;CL, SE;Urbano
Abril;Radio;2023;38;Remers , Javiielo;To' Los Dias;PR;Urbano
Abril;Radio;2023;39;Jason Mraz;I Feel Like Dancing;US;Pop
Abril;Radio;2023;40;Feid, Yandel;Yandel 150;CO, PR;Urbano
Abril;Radio;2023;41;Maluma , Marc Anthony;La FÃ³rmula;CO;Urbano
Abril;Radio;2023;42;Harry Styles;Watermelon Sugar;GB;Pop
Abril;Radio;2023;43;BeyoncÃ©;CUFF IT;US;Pop
Abril;Radio;2023;44;Maluma;Junio;CO;Urbano
Abril;Radio;2023;45;Camilo , Camila Cabello;Ambulancia;ES;Pop
Abril;Radio;2023;46;Shakira , Rauw Alejandro;Te Felicito;CO;Pop
Abril;Radio;2023;47;Bruno Mars, Anderson .Paak;Leave The Door Open;US, US;Pop
Abril;Radio;2023;48;Mon Laferte;Tu Falta De Querer;MX;Pop
Abril;Radio;2023;49;SebastiÃ¡n Yatra;Tacones Rojos;CO;Pop
Abril;Radio;2023;50;The Weeknd , Ariana Grande;Die For You;CA;Pop
Abril;Radio;2023;51;Feid;Feliz CumpleaÃ±os Ferxxo;CO;Urbano
Abril;Radio;2023;52;Ed Sheeran;Bad Habits;GB;Pop
Abril;Radio;2023;53;Bad Bunny;TitÃ­ Me PreguntÃ³;PR;Urbano
Abril;Radio;2023;54;Mon Laferte;AmÃ¡rrame Feat. Juanes;MX;Pop
Abril;Radio;2023;55;Fito Paez;A Rodar Mi Vida;AR;Rock
Abril;Radio;2023;56;Paloma Mami;No Te Enamores;US;Urbano
Abril;Radio;2023;57;Chayanne;Humanos A Marte;PR;Pop
Abril;Radio;2023;58;Danny Ocean;Me Rehuso;US;Urbano
Abril;Radio;2023;59;Daft Punk;Get Lucky Feat. Pharrell Williams;FR;Electrónica
Abril;Radio;2023;60;Dua Lipa;Don't Start Now;GB;Pop
Abril;Radio;2023;61;RosalÃ­a;LLYLM;ES;Pop
Abril;Radio;2023;62;Dua Lipa;Love Again;GB;Pop
Abril;Radio;2023;63;Justin Timberlake;CAN'T STOP THE FEELING!;US;Pop
Abril;Radio;2023;64;Cris Mj, Standly;Marisola;CL;Urbano
Abril;Radio;2023;65;Calvin Harris Feat Dua Lipa;One Kiss;GB;Pop
Abril;Radio;2023;66;David Guetta, Bebe Rexha;IÂ´M Good (Blue);FR, US;Electrónica
Abril;Radio;2023;67;Pailita, Big Cvyu;Na Na Na;CL;Urbano
Abril;Radio;2023;68;PolimÃ¡ Westcoast , Pailita;ULTRA SOLO;CL;Urbano
Abril;Radio;2023;69;Shakira Y Ozuna;MonotonÃ­a;CO;Pop
Abril;Radio;2023;70;Bad Bunny, Bomba EstÃ©reo;Ojitos Lindos;PR, CO;Urbano
Abril;Radio;2023;71;Elton John , Britney Spears;Hold Me Closer;GB;Pop
Abril;Radio;2023;72;Los Bunkers;Llueve Sobre La Ciudad;CL;Rock
Abril;Radio;2023;73;Ed Sheeran;Shape Of You;GB;Pop
Abril;Radio;2023;74;Standly;Panamera;CL;Urbano
Abril;Radio;2023;75;Rauw Alejandro , Daddy Yankee;PANTIES Y BRASIERES;PR;Urbano
Abril;Radio;2023;76;Ana Gabriel;Luna;MX;Latino/Tropical
Abril;Radio;2023;77;Dua Lipa;LEVITATING;GB;Pop
Abril;Radio;2023;78;Karol G;MIENTRAS ME CURO DEL CORA;CO;Urbano
Abril;Radio;2023;79;Julianno Sosa;Cochinae;CL;Urbano
Abril;Radio;2023;80;Los Bunkers;Bailando Solo;CL;Rock
Abril;Radio;2023;81;Christina Y Los Subterraneos;Voy En Un Coche;ES;Rock
Abril;Radio;2023;82;Nicki Nicole;FrÃ­o;AR;Urbano
Abril;Radio;2023;83;Pablo Pesadilla, PolimÃ¡ Westcoast, Nickoog;BABY OTAKU;CL;Urbano
Abril;Radio;2023;84;Paloma Mami;FingÃ­as;US;Urbano
Abril;Radio;2023;85;Grupo Frontera , Bad Bunny;Un X100to;US;Latino/Tropical
Abril;Radio;2023;86;Grupo Quetzal;El Condor Pasa;MX;Folk/Indie
Abril;Radio;2023;87;Calvin Harris, Justin Timberlake, Halsey , Pharrell Williams;Stay With Me;US, US;Electrónica
Abril;Radio;2023;88;Emilia;Underground;SE;Urbano
Abril;Radio;2023;89;Camilo;Pegao;ES;Pop
Abril;Radio;2023;90;Piso 21;Sueltas;CO;Urbano
Abril;Radio;2023;91;MIRANDA!;Don;US;Pop
Abril;Radio;2023;92;Tiago Pzk;Que Se Parezca A Ti;AR;Urbano
Abril;Radio;2023;93;Myke Towers;Mi Droga;PR;Urbano
Abril;Radio;2023;94;Pharrell Williams;Happy;US;Pop
Abril;Radio;2023;95;Justin Quiles, Myke Towers;WHISKEY Y COCO;PR, PR;Urbano
Abril;Radio;2023;96;Alejandro Sanz, Danny Ocean;Correcaminos;ES, US;Pop
Abril;Radio;2023;97;JESSE , JOY;Dueles;US;Pop
Abril;Radio;2023;98;Mon Laferte;El Beso;MX;Pop
Abril;Radio;2023;99;Pablo AlborÃ¡n;Amigos (Con MarÃ­a Becerra);ES;Pop
Abril;Radio;2023;100;SZA;Kill Bill;US;Urbano
Mayo;Radio;2023;1;Miley Cyrus;Flowers;US;Pop
Mayo;Radio;2023;2;Bizarrap, Shakira;Shakira: Bzrp Music Sessions, Vol. 53;AR, CO;Urbano
Mayo;Radio;2023;3;Santa Feria Ft Zumbale Primo;Que Te Vaya Bien;CL;Latino/Tropical
Mayo;Radio;2023;4;Grupo Frontera, Bad Bunny;Un X100to;PR;Latino/Tropical
Mayo;Radio;2023;5;Manuel Turizo;La Bachata;CO;Urbano
Mayo;Radio;2023;6;RosalÃ­a , Rauw Alejandro;Beso;ES;Pop
Mayo;Radio;2023;7;Karol G, Shakira;TQG;CO, CO;Urbano
Mayo;Radio;2023;8;Harry Styles;As It Was;CL;Pop
Mayo;Radio;2023;9;Lil Cake , Migrantes Feat. Nico Valdi;MERCHO;US;Urbano
Mayo;Radio;2023;10;Big One, Ke Personajes, Fmk;Un Finde;AR, AR, AR;Urbano
Mayo;Radio;2023;11;Ozuna;Hey Mor;PR;Urbano
Mayo;Radio;2023;12;Bizarrap;Quevedo: Bzrp Music Sessions, Vol. 52;AR;Urbano
Mayo;Radio;2023;13;RosalÃ­a;DespechÃ¡;ES;Pop
Mayo;Radio;2023;14;Taylor Swift;Anti-Hero;US;Pop
Mayo;Radio;2023;15;Eslabon Armado, Peso Pluma;Ella Baila Sola;US, MX;Latino/Tropical
Mayo;Radio;2023;16;Tini;Cupido;AR;Pop
Mayo;Radio;2023;17;Marshmello, Manuel Turizo;El Merengue;US, CO;Electrónica
Mayo;Radio;2023;18;Harry Styles;Late Night Talking;GB;Pop
Mayo;Radio;2023;19;The Weeknd;Blinding Lights;CA;Pop
Mayo;Radio;2023;20;Karol G;PROVENZA;CO;Urbano
Mayo;Radio;2023;21;Ed Sheeran;Eyes Closed;GB;Pop
Mayo;Radio;2023;22;El Jordan 23;Sheraton;CL;Urbano
Mayo;Radio;2023;23;Rema, Selena Gomez;Calm Down (With Selena Gomez);NG, US;Pop
Mayo;Radio;2023;24;Lizzo;About Damn Time;US;Pop
Mayo;Radio;2023;25;SebastiÃ¡n Yatra, Manuel Turizo;Vagabundo;CO, CO;Pop
Mayo;Radio;2023;26;The Weeknd , Ariana Grande;Die For You;CA;Pop
Mayo;Radio;2023;27;Wisin, Emilia, Lyanno;Tu Recuerdo;PR, SE, PR;Urbano
Mayo;Radio;2023;28;El Alfa , Prince Royce;LE DOY 20 MIL;DO;Urbano
Mayo;Radio;2023;29;Elena Rose;El Hombre;US;Urbano
Mayo;Radio;2023;30;Young Cister, Taiko;DEBI LLEVARTE FLORES;CL;Urbano
Mayo;Radio;2023;31;Tiago Pzk;Que Se Parezca A Ti;AR;Urbano
Mayo;Radio;2023;32;David Guetta;Baby Don't Hurt Me (Extended);FR;Electrónica
Mayo;Radio;2023;33;Maluma , Anuel Aa;Diablo, Que Chimba;CO;Urbano
Mayo;Radio;2023;34;Arcangel, Bad Bunny;La Jumpa;PR, PR;Urbano
Mayo;Radio;2023;35;Elton John, Dua Lipa;Cold Heart (PNAU Remix);GB, GB;Pop
Mayo;Radio;2023;36;Feid, Yandel;Yandel 150;CO, PR;Urbano
Mayo;Radio;2023;37;Karol G, Shakira;TQG;CO, CO;Urbano
Mayo;Radio;2023;38;Piso 21;Sueltas;CO;Urbano
Mayo;Radio;2023;39;Jason Mraz;I Feel Like Dancing;US;Pop
Mayo;Radio;2023;40;Bruno Mars, Anderson .Paak;Leave The Door Open;US, US;Pop
Mayo;Radio;2023;41;Karol G Ft. Romeo Santos;X SI VOLVEMOS;CO;Urbano
Mayo;Radio;2023;42;PolimÃ¡ Westcoast , Pailita;ULTRA SOLO;CL;Urbano
Mayo;Radio;2023;43;Paloma Mami, Pailita , El Jordan;SÃ­ntomas De Soltera;US;Urbano
Mayo;Radio;2023;44;Denise Rosenthal;Centenas De Miles De AÃ±os;CL;Pop
Mayo;Radio;2023;45;RosalÃ­a;LLYLM;ES;Pop
Mayo;Radio;2023;46;Karol G;MIENTRAS ME CURO DEL CORA;CO;Urbano
Mayo;Radio;2023;47;Mon Laferte;Tu Falta De Querer;MX;Pop
Mayo;Radio;2023;48;Coldplay;Viva La Vida;GB;Pop
Mayo;Radio;2023;49;Camilo , Camila Cabello;Ambulancia;ES;Pop
Mayo;Radio;2023;50;PRINCE ROYCE;Me EnRD;US;Latino/Tropical
Mayo;Radio;2023;51;Feid Y Young Miko;Classy 101;CO;Urbano
Mayo;Radio;2023;52;Pailita;Venga Pa' AcÃ¡;CL;Urbano
Mayo;Radio;2023;53;Shakira , Rauw Alejandro;Te Felicito;CO;Pop
Mayo;Radio;2023;54;Harry Styles;Watermelon Sugar;GB;Pop
Mayo;Radio;2023;55;Alexandre Pires;Amame;BR;Latino/Tropical
Mayo;Radio;2023;56;Ed Sheeran;Bad Habits;GB;Pop
Mayo;Radio;2023;57;PolimÃ¡ Westcoast, Quevedo, Mora;LACONE;CL, SE;Urbano
Mayo;Radio;2023;58;BeyoncÃ©;CUFF IT;US;Pop
Mayo;Radio;2023;59;Taiu, Milo J;Rara Vez;AR, AR;Urbano
Mayo;Radio;2023;60;SebastiÃ¡n Yatra;Tacones Rojos;CO;Pop
Mayo;Radio;2023;61;Aitana;Los Angeles;ES;Pop
Mayo;Radio;2023;62;Axl Quintanilla;El Juego;CL;Pop
Mayo;Radio;2023;63;Los Bunkers;Rey;CL;Rock
Mayo;Radio;2023;64;Mau Y Ricky, Manuel Turizo , Camilo;Desconocidos;VE, CO, ES;Pop
Mayo;Radio;2023;65;Young Cister;La Terapia;CL;Urbano
Mayo;Radio;2023;66;Noche De Brujas;Me Gusta Todo De Ti;CL;Latino/Tropical
Mayo;Radio;2023;67;Cris Mj;Una Noche En Medellin;CL;Urbano
Mayo;Radio;2023;68;Dua Lipa;Love Again;GB;Pop
Mayo;Radio;2023;69;Santaferia;AlgÃºn DÃ­a VolverÃ¡s;CL;Latino/Tropical
Mayo;Radio;2023;70;Bad Bunny, Bomba EstÃ©reo;Ojitos Lindos;PR, CO;Urbano
Mayo;Radio;2023;71;Noche De Brujas;Oyeme;CL;Latino/Tropical
Mayo;Radio;2023;72;Standly;Panamera;CL;Urbano
Mayo;Radio;2023;73;La Combo Tortuga;ALGO MÃS (No Me Apures, Ni Me Pares);CL;Latino/Tropical
Mayo;Radio;2023;74;Maluma;Junio;CO;Urbano
Mayo;Radio;2023;75;Dj Baladas Romanticas;Baladas RomÃ¡nticas Para Trabajar;Desconocido;Otro
Mayo;Radio;2023;76;Los Nocheros;Mama, MamÃ¡ (Live);AR;Folk/Indie
Mayo;Radio;2023;77;Chayanne;Humanos A Marte;PR;Pop
Mayo;Radio;2023;78;Standly;Pegate;CL;Urbano
Mayo;Radio;2023;79;Paloma Mami;No Te Enamores;US;Urbano
Mayo;Radio;2023;80;Shakira;Acrostico;CO;Pop
Mayo;Radio;2023;81;Feid;Feliz CumpleaÃ±os Ferxxo;CO;Urbano
Mayo;Radio;2023;82;Gorillaz;Tormenta (Feat. Bad Bunny);GB;Pop
Mayo;Radio;2023;83;Mon Laferte;AmÃ¡rrame Feat. Juanes;MX;Pop
Mayo;Radio;2023;84;Grupo Quetzal;El Condor Pasa;MX;Folk/Indie
Mayo;Radio;2023;85;Denise Rosenthal;Migajas;CL;Pop
Mayo;Radio;2023;86;Los Enanitos Verdes;La Muralla Verde;AR;Rock
Mayo;Radio;2023;87;Myke Towers;Mi Droga;PR;Urbano
Mayo;Radio;2023;88;Kim Mazelle;Young Hearts Run Free;US;Pop
Mayo;Radio;2023;89;Calvin Harris Feat Dua Lipa;One Kiss;GB;Pop
Mayo;Radio;2023;90;Bad Bunny, Chencho Corleone;ME PORTO BONITO;PR, PR;Urbano
Mayo;Radio;2023;91;Miranda! , Lali;Yo Te DirÃ©;US;Pop
Mayo;Radio;2023;92;Bad Bunny;TitÃ­ Me PreguntÃ³;PR;Urbano
Mayo;Radio;2023;93;Dua Lipa;LEVITATING;GB;Pop
Mayo;Radio;2023;94;Nicky Jam;Toy A Mil;PR;Urbano
Mayo;Radio;2023;95;Luis Jara;MaÃ±ana (Album Version);CL;Latino/Tropical
Mayo;Radio;2023;96;Maluma , Marc Anthony;La FÃ³rmula;CO;Urbano
Mayo;Radio;2023;97;Paloma Mami;FingÃ­as;US;Urbano
Mayo;Radio;2023;98;Dua Lipa;Don't Start Now;GB;Pop
Mayo;Radio;2023;99;Justin Timberlake;CAN'T STOP THE FEELING!;US;Pop
Mayo;Radio;2023;100;Wisin, Anuel Aa;Mi EXXX;PR, PR;Urbano
Junio;Radio;2023;1;Emilia, Ludmilla, Zecca;No se ve;SE, BR;Urbano
Junio;Radio;2023;2;Miley Cyrus;Flowers;US;Pop
Junio;Radio;2023;3;Grupo Frontera, Bad Bunny;Un X100to;PR;Latino/Tropical
Junio;Radio;2023;4;SebastiÃ¡n Yatra, Manuel Turizo;Vagabundo;CO, CO;Pop
Junio;Radio;2023;5;Bizarrap, Shakira;Shakira: Bzrp Music Sessions, Vol. 53;AR, CO;Urbano
Junio;Radio;2023;6;RosalÃ­a , Rauw Alejandro;Beso;ES;Pop
Junio;Radio;2023;7;Big One, Ke Personajes, Fmk;Un Finde;AR, AR, AR;Urbano
Junio;Radio;2023;8;Karol G, Shakira;TQG;CO, CO;Urbano
Junio;Radio;2023;9;Lil Cake , Migrantes Feat. Nico Valdi;MERCHO;US;Urbano
Junio;Radio;2023;10;Dua Lipa;Dance The Night;GB;Pop
Junio;Radio;2023;11;Manuel Turizo;La Bachata;CO;Urbano
Junio;Radio;2023;12;Taylor Swift;Anti-Hero;US;Pop
Junio;Radio;2023;13;Marshmello, Manuel Turizo;El Merengue;US, CO;Electrónica
Junio;Radio;2023;14;Eslabon Armado, Peso Pluma;Ella Baila Sola;US, MX;Latino/Tropical
Junio;Radio;2023;15;RosalÃ­a;DespechÃ¡;ES;Pop
Junio;Radio;2023;16;Santaferia;AlgÃºn DÃ­a VolverÃ¡s;CL;Latino/Tropical
Junio;Radio;2023;17;Ozuna;Hey Mor;PR;Urbano
Junio;Radio;2023;18;Santa Feria Ft Zumbale Primo;Que Te Vaya Bien;CL;Latino/Tropical
Junio;Radio;2023;19;Chayanne;Bailando Bachata;PR;Pop
Junio;Radio;2023;20;The Weeknd;Blinding Lights;CA;Pop
Junio;Radio;2023;21;Harry Styles;Late Night Talking;GB;Pop
Junio;Radio;2023;22;Noche De Brujas;Me Gusta Todo De Ti;CL;Latino/Tropical
Junio;Radio;2023;23;Lizzo;About Damn Time;US;Pop
Junio;Radio;2023;24;David Guetta;Baby Don't Hurt Me (Extended);FR;Electrónica
Junio;Radio;2023;25;Shakira;Acrostico;CO;Pop
Junio;Radio;2023;26;Karol G;PROVENZA;CO;Urbano
Junio;Radio;2023;27;Lit Killah, Tiago Pzk, Maria Becerra, Duki, Emilia;Los Del Espacio;AR, AR, SE;Urbano
Junio;Radio;2023;28;The Weeknd, Ariana Grande;Die For You;CA, US;Pop
Junio;Radio;2023;29;Bizarrap;Quevedo: Bzrp Music Sessions, Vol. 52;AR;Urbano
Junio;Radio;2023;30;El Jordan 23;Sheraton;CL;Urbano
Junio;Radio;2023;31;Rema, Selena Gomez;Calm Down (With Selena Gomez);NG, US;Pop
Junio;Radio;2023;32;Ed Sheeran;Eyes Closed;GB;Pop
Junio;Radio;2023;33;Harry Styles;Watermelon Sugar;GB;Pop
Junio;Radio;2023;34;Karol G;Amargura;CO;Urbano
Junio;Radio;2023;35;Elton John, Dua Lipa;Cold Heart (PNAU Remix);GB, GB;Pop
Junio;Radio;2023;36;PRINCE ROYCE;Me EnRD;US;Latino/Tropical
Junio;Radio;2023;37;Feid, Young Miko;Classy 101;CO, PR;Urbano
Junio;Radio;2023;38;Fifty/Fifty;Cupid (Twin Ver.);KR;Pop
Junio;Radio;2023;39;Luis Fonsi;Buenos Aires;PR;Pop
Junio;Radio;2023;40;Pailita;Venga Pa' AcÃ¡;CL;Urbano
Junio;Radio;2023;41;Los Vasquez;Enamorado;CL;Latino/Tropical
Junio;Radio;2023;42;Jason Mraz;I Feel Like Dancing;US;Pop
Junio;Radio;2023;43;Bruno Mars, Anderson .Paak;Leave The Door Open;US, US;Pop
Junio;Radio;2023;44;Ed Sheeran;Bad Habits;GB;Pop
Junio;Radio;2023;45;Karol G Ft. Romeo Santos;X SI VOLVEMOS;CO;Urbano
Junio;Radio;2023;46;BeyoncÃ©;CUFF IT;US;Pop
Junio;Radio;2023;47;Feid, Yandel;Yandel 150;CO, PR;Urbano
Junio;Radio;2023;48;PolimÃ¡ Westcoast , Pailita;ULTRA SOLO;CL;Urbano
Junio;Radio;2023;49;Paloma Mami, Pailita , El Jordan;SÃ­ntomas De Soltera;US;Urbano
Junio;Radio;2023;50;Alejandro GonzÃ¡lez, Carlos Vives;Hasta Viejitos;CO, CO;Pop
Junio;Radio;2023;51;Justin Timberlake;CAN'T STOP THE FEELING!;US;Pop
Junio;Radio;2023;52;Wisin, Anuel Aa;Mi EXXX;PR, PR;Urbano
Junio;Radio;2023;53;Chancho En Piedra;Eligiendo Una Reina;CL;Rock
Junio;Radio;2023;54;Cris Mj;Una Noche En Medellin;CL;Urbano
Junio;Radio;2023;55;Alok, Ella Eyre, Kenny Dope Feat. Never;Deep Down;BR, GB;Electrónica
Junio;Radio;2023;56;Maluma;Coco Loco;CO;Urbano
Junio;Radio;2023;57;Mon Laferte;Tu Falta De Querer;MX;Pop
Junio;Radio;2023;58;Los Bunkers;Llueve Sobre La Ciudad;CL;Rock
Junio;Radio;2023;59;Camilo, Camila Cabello;Ambulancia;ES, US;Pop
Junio;Radio;2023;60;Mau Y Ricky, Manuel Turizo, Camilo;Desconocidos;VE, CO, ES;Urbano
Junio;Radio;2023;61;Nicki Nicole, Rels B;QuÃ© Le Pasa Conmigo?;AR, ES;Urbano
Junio;Radio;2023;62;Daft Punk;Get Lucky Feat. Pharrell Williams;FR;Electrónica
Junio;Radio;2023;63;Morris;Everyday Is Like Sunday;CA;Pop
Junio;Radio;2023;64;Herb Alpert , The Tijuana Brass;Spanish Flea;US;Latino/Tropical
Junio;Radio;2023;65;Dua Lipa;LEVITATING;GB;Pop
Junio;Radio;2023;66;Remers;Dime;PR;Urbano
Junio;Radio;2023;67;Karol G, Shakira;TQG;CO, CO;Urbano
Junio;Radio;2023;68;Dua Lipa;Love Again;GB;Pop
Junio;Radio;2023;69;Arcangel, Bad Bunny;La Jumpa;PR, PR;Urbano
Junio;Radio;2023;70;Ricardo Y Alberto;Taca Taca;PN;Latino/Tropical
Junio;Radio;2023;71;Standly;Pegate;CL;Urbano
Junio;Radio;2023;72;Denise Rosenthal;Migajas;CL;Pop
Junio;Radio;2023;73;The Cure;Friday I'm In Love;GB;Rock
Junio;Radio;2023;74;Axl Quintanilla;El Juego;CL;Pop
Junio;Radio;2023;75;Jorge GonzÃ¡lez;Mi Casa En El Arbol;CL;Rock
Junio;Radio;2023;76;Bad Bunny;TitÃ­ Me PreguntÃ³;PR;Urbano
Junio;Radio;2023;77;Paloma Mami;No Te Enamores;US;Urbano
Junio;Radio;2023;78;Maria Becerra, RÃ¡faga;AdiÃ³s (Live Version);AR, AR;Urbano
Junio;Radio;2023;79;Shakira, Rauw Alejandro;Te Felicito;CO, PR;Pop
Junio;Radio;2023;80;Standly;Panamera;CL;Urbano
Junio;Radio;2023;81;Elton John, Britney Spears;Hold Me Closer;GB, US;Pop
Junio;Radio;2023;82;Santaferia;Sakate Uno;CL;Latino/Tropical
Junio;Radio;2023;83;SebastiÃ¡n Yatra;Tacones Rojos;CO;Pop
Junio;Radio;2023;84;Chayanne;Humanos A Marte;PR;Pop
Junio;Radio;2023;85;Tiago Pzk, Tini;Me Entere;AR, AR;Urbano
Junio;Radio;2023;86;Tini;Cupido;AR;Pop
Junio;Radio;2023;87;Americo, Paola Jara;CuÃ©ntaselo;CL, CO;Latino/Tropical
